12, 86
71, 6
3, 98
15, 107
33, 129
26, 80
109, 109
137, 105
24, 95
73, 134
55, 111
104, 81
43, 103
132, 76
133, 145
45, 138
113, 138
112, 11
30, 109
127, 132
21, 121
62, 18
87, 128
37, 89
42, 117
89, 29
115, 123
116, 39
2, 113
85, 142
92, 72
11, 147
122, 103
128, 48
91, 87
100, 2
17, 46
119, 82
56, 4
6, 72
95, 116
69, 105
131, 91
20, 135
115, 54
98, 17
34, 68
106, 66
83, 15
110, 94
141, 133
67, 120
13, 25
97, 101
25, 34
88, 43
60, 140
8, 58
31, 144
140, 6
148, 147
5, 37
143, 119
130, 33
139, 21
22, 59
128, 117
61, 125
144, 85
3, 52
72, 148
5, 134
34, 22
14, 72
146, 71
99, 136
81, 114
47, 123
149, 114
126, 63
27, 116
143, 50
77, 20
146, 2
57, 96
82, 99
107, 124
21, 74
29, 101
126, 5
61, 33
118, 24
138, 90
76, 34
123, 111
121, 68
17, 92
134, 62
101, 129
8, 127
32, 94
94, 57
117, 75
54, 126
86, 8
103, 45
18, 100
79, 78
101, 38
6, 119
100, 122
146, 139
142, 42
103, 96
35, 115
124, 20
20, 67
110, 26
75, 119
100, 144
104, 30
74, 27
59, 132
77, 93
120, 118
9, 65
49, 24
135, 120
147, 78
100, 52
47, 16
83, 107
113, 69
31, 47
48, 131
91, 14
117, 97
22, 13
35, 7
141, 65
126, 12
64, 146
43, 10
39, 143
14, 122
140, 126
24, 141
52, 91
86, 58
103, 23
116, 90
82, 122
125, 96
144, 35
89, 102
51, 83
69, 21
140, 57
40, 35
101, 60
57, 147
9, 112
15, 60
29, 55
94, 108
65, 85
50, 9
46, 77
58, 12
93, 141
137, 36
49, 98
40, 82
118, 144
70, 90
36, 104
78, 70
123, 89
79, 55
79, 147
64, 100
97, 9
39, 74
144, 27
27, 19
125, 27
130, 125
9, 93
92, 3
43, 56
7, 12
148, 55
52, 44
67, 46
88, 113
145, 93
94, 130
128, 139
107, 51
132, 18
138, 14
125, 146
121, 137
10, 101
11, 32
18, 128
133, 8
26, 149
46, 146
84, 84
53, 30
81, 63
75, 49
39, 28
107, 74
12, 133
41, 110
119, 60
106, 88
66, 61
134, 131
10, 50
95, 93
99, 86
129, 56
10, 4
106, 136
149, 132
28, 124
18, 81
97, 31
37, 43
70, 113
73, 42
47, 62
46, 31
45, 88
17, 143
5, 84
11, 40
20, 21
112, 130
49, 116
76, 12
64, 77
79, 129
98, 67
15, 10
3, 148
33, 83
131, 41
31, 2
16, 115
19, 38
63, 92
135, 97
85, 22
140, 148
6, 141
85, 92
28, 9
23, 106
2, 63
122, 53
59, 71
52, 137
11, 79
134, 112
38, 97
148, 63
71, 141
88, 135
27, 26
75, 109
105, 15
91, 64
3, 44
116, 109
36, 53
81, 40
55, 19
68, 13
53, 76
142, 111
112, 80
76, 85
110, 60
30, 40
122, 125
73, 65
78, 140
61, 117
103, 115
95, 42
45, 41
149, 46
146, 19
129, 105
21, 6
123, 35
119, 8
125, 78
89, 79
73, 126
26, 88
113, 46
40, 132
42, 3
143, 101
92, 122
113, 18
41, 20
82, 30
136, 46
66, 135
89, 149
100, 74
17, 53
19, 30
137, 29
40, 126
113, 3
62, 109
109, 41
49, 107
68, 31
64, 25
71, 98
128, 83
36, 122
108, 143
35, 15
31, 75
64, 4
138, 72
138, 140
82, 48
91, 36
128, 70
14, 17
113, 103
118, 131
85, 74
115, 32
67, 69
105, 102
106, 6
79, 6
112, 116
65, 39
68, 128
147, 10
33, 137
71, 81
26, 132
123, 43
27, 66
6, 106
134, 84
24, 42
95, 24
6, 21
31, 61
20, 86
53, 67
58, 87
57, 104
132, 25
90, 51
33, 31
60, 56
55, 51
149, 122
102, 106
55, 119
59, 48
24, 48
139, 80
55, 37
44, 94
72, 75
59, 81
41, 49
118, 16
6, 29
135, 52
85, 36
47, 3
76, 102
110, 34
119, 47
52, 143
86, 68
72, 57
41, 65
43, 69
90, 95
61, 64
