86, 144
47, 138
8, 55
102, 61
86, 77
141, 78
125, 5
8, 78
125, 94
8, 33
141, 111
102, 28
125, 127
86, 44
63, 11
125, 61
63, 122
86, 11
47, 49
31, 33
141, 22
102, 128
86, 88
102, 5
47, 71
63, 99
8, 100
102, 94
63, 78
31, 78
31, 100
141, 45
86, 121
24, 116
70, 50
31, 55
141, 143
47, 116
8, 10
31, 10
70, 27
47, 93
125, 28
24, 139
118, 111
63, 34
24, 17
63, 145
86, 67
70, 72
47, 17
8, 132
118, 78
141, 134
70, 106
125, 38
109, 111
47, 27
141, 54
24, 71
31, 122
8, 123
86, 112
79, 105
24, 94
118, 45
109, 78
109, 44
109, 144
118, 144
102, 104
70, 84
79, 27
118, 21
70, 138
15, 116
63, 65
148, 94
63, 56
24, 49
15, 139
15, 17
148, 5
79, 50
40, 33
109, 21
47, 106
148, 127
141, 12
125, 71
31, 145
148, 61
79, 128
40, 100
70, 128
86, 34
24, 40
118, 12
86, 21
109, 12
40, 78
63, 43
31, 132
148, 38
15, 93
15, 71
47, 84
54, 122
70, 4
40, 56
141, 87
54, 11
54, 78
102, 37
54, 100
40, 10
47, 40
8, 110
135, 94
135, 5
40, 122
118, 54
79, 4
135, 127
125, 104
102, 71
141, 101
24, 62
54, 33
135, 61
118, 134
8, 145
15, 40
54, 56
102, 51
125, 117
47, 4
79, 137
79, 60
54, 145
24, 26
118, 87
102, 137
109, 87
15, 49
93, 28
93, 128
8, 23
47, 62
70, 18
96, 44
96, 144
47, 129
135, 38
40, 145
93, 60
148, 29
15, 62
24, 84
70, 115
109, 54
148, 71
8, 87
31, 109
96, 78
93, 95
109, 134
148, 117
109, 121
134, 28
93, 104
96, 111
125, 84
93, 4
118, 120
95, 12
131, 111
132, 78
15, 26
31, 87
102, 84
24, 107
141, 120
70, 59
132, 45
37, 138
132, 21
141, 68
102, 118
15, 85
134, 71
118, 101
132, 143
57, 138
31, 65
134, 118
57, 49
109, 68
86, 134
54, 65
79, 18
86, 98
40, 131
95, 87
118, 68
37, 116
79, 96
95, 121
56, 71
93, 51
63, 90
63, 20
125, 51
8, 65
37, 71
125, 137
63, 131
24, 148
95, 21
63, 112
125, 15
31, 24
37, 17
37, 49
93, 137
57, 27
37, 93
24, 4
132, 54
132, 134
148, 104
54, 42
15, 107
15, 148
18, 33
76, 11
8, 45
56, 115
18, 55
70, 92
134, 103
18, 78
95, 68
141, 32
86, 54
76, 66
148, 15
109, 101
54, 131
148, 85
76, 89
112, 61
76, 144
102, 18
56, 18
57, 106
56, 93
18, 100
76, 121
132, 12
31, 43
112, 127
54, 2
94, 36
109, 35
40, 109
38, 26
112, 5
79, 115
134, 85
40, 65
24, 129
112, 94
18, 10
39, 86
112, 28
38, 40
56, 85
118, 35
77, 43
17, 123
70, 40
15, 3
79, 37
79, 73
76, 34
16, 131
79, 82
72, 79
